OFFICE / BALLOT ISSUE,PARTY,COUNTY,CANDIDATE / BALLOT ISSUE TITLE,YES VOTES,YES PERCENT,NO VOTES,NO PERCENT
President/Vice President,Unaffiliated,SAGUACHE,Ryan Alan Scott / Bruce Kendall Barnard,2,0.00%,,
President/Vice President,Unaffiliated,SAN JUAN,Ryan Alan Scott / Bruce Kendall Barnard,0,0.00%,,
President/Vice President,Unaffiliated,SAN MIGUEL,Ryan Alan Scott / Bruce Kendall Barnard,2,0.00%,,
President/Vice President,Unaffiliated,SEDGWICK,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,SUMMIT,Ryan Alan Scott / Bruce Kendall Barnard,6,0.00%,,
President/Vice President,Unaffiliated,TELLER,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,WASHINGTON,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,WELD,Ryan Alan Scott / Bruce Kendall Barnard,35,0.00%,,
President/Vice President,Unaffiliated,YUMA,Ryan Alan Scott / Bruce Kendall Barnard,1,0.00%,,
President/Vice President,Unaffiliated,,Ryan Alan Scott / Bruce Kendall Barnard TOTAL,749,0.03%,,
President/Vice President,Nutrition Party,ADAMS,Rod Silva / Richard C. Silva,71,0.00%,,
President/Vice President,Nutrition Party,ALAMOSA,Rod Silva / Richard C. Silva,2,0.00%,,
President/Vice President,Nutrition Party,ARAPAHOE,Rod Silva / Richard C. Silva,89,0.00%,,
President/Vice President,Nutrition Party,ARCHULETA,Rod Silva / Richard C. Silva,1,0.00%,,
President/Vice President,Nutrition Party,BACA,Rod Silva / Richard C. Silva,1,0.00%,,
President/Vice President,Nutrition Party,BENT,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,BOULDER,Rod Silva / Richard C. Silva,38,0.00%,,
President/Vice President,Nutrition Party,BROOMFIELD,Rod Silva / Richard C. Silva,11,0.00%,,
President/Vice President,Nutrition Party,CHAFFEE,Rod Silva / Richard C. Silva,3,0.00%,,
President/Vice President,Nutrition Party,CHEYENNE,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,CLEAR CREEK,Rod Silva / Richard C. Silva,6,0.00%,,
President/Vice President,Nutrition Party,CONEJOS,Rod Silva / Richard C. Silva,5,0.00%,,
President/Vice President,Nutrition Party,COSTILLA,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,CROWLEY,Rod Silva / Richard C. Silva,1,0.00%,,
President/Vice President,Nutrition Party,CUSTER,Rod Silva / Richard C. Silva,1,0.00%,,
President/Vice President,Nutrition Party,DELTA,Rod Silva / Richard C. Silva,3,0.00%,,
President/Vice President,Nutrition Party,DENVER,Rod Silva / Richard C. Silva,76,0.00%,,
President/Vice President,Nutrition Party,DOLORES,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,DOUGLAS,Rod Silva / Richard C. Silva,51,0.00%,,
President/Vice President,Nutrition Party,EAGLE,Rod Silva / Richard C. Silva,12,0.00%,,
President/Vice President,Nutrition Party,ELBERT,Rod Silva / Richard C. Silva,6,0.00%,,
President/Vice President,Nutrition Party,EL PASO,Rod Silva / Richard C. Silva,79,0.00%,,
President/Vice President,Nutrition Party,FREMONT,Rod Silva / Richard C. Silva,4,0.00%,,
President/Vice President,Nutrition Party,GARFIELD,Rod Silva / Richard C. Silva,9,0.00%,,
President/Vice President,Nutrition Party,GILPIN,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,GRAND,Rod Silva / Richard C. Silva,2,0.00%,,
President/Vice President,Nutrition Party,GUNNISON,Rod Silva / Richard C. Silva,2,0.00%,,
President/Vice President,Nutrition Party,HINSDALE,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,HUERFANO,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,JACKSON,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,JEFFERSON,Rod Silva / Richard C. Silva,91,0.00%,,
President/Vice President,Nutrition Party,KIOWA,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,KIT CARSON,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,LAKE,Rod Silva / Richard C. Silva,1,0.00%,,
President/Vice President,Nutrition Party,LA PLATA,Rod Silva / Richard C. Silva,6,0.00%,,
President/Vice President,Nutrition Party,LARIMER,Rod Silva / Richard C. Silva,48,0.00%,,
President/Vice President,Nutrition Party,LAS ANIMAS,Rod Silva / Richard C. Silva,4,0.00%,,
President/Vice President,Nutrition Party,LINCOLN,Rod Silva / Richard C. Silva,1,0.00%,,
President/Vice President,Nutrition Party,LOGAN,Rod Silva / Richard C. Silva,1,0.00%,,
President/Vice President,Nutrition Party,MESA,Rod Silva / Richard C. Silva,19,0.00%,,
President/Vice President,Nutrition Party,MINERAL,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,MOFFAT,Rod Silva / Richard C. Silva,2,0.00%,,
President/Vice President,Nutrition Party,MONTEZUMA,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,MONTROSE,Rod Silva / Richard C. Silva,3,0.00%,,
President/Vice President,Nutrition Party,MORGAN,Rod Silva / Richard C. Silva,4,0.00%,,
President/Vice President,Nutrition Party,OTERO,Rod Silva / Richard C. Silva,5,0.00%,,
President/Vice President,Nutrition Party,OURAY,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,PARK,Rod Silva / Richard C. Silva,2,0.00%,,
President/Vice President,Nutrition Party,PHILLIPS,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,PITKIN,Rod Silva / Richard C. Silva,2,0.00%,,
President/Vice President,Nutrition Party,PROWERS,Rod Silva / Richard C. Silva,3,0.00%,,
President/Vice President,Nutrition Party,PUEBLO,Rod Silva / Richard C. Silva,30,0.00%,,
President/Vice President,Nutrition Party,RIO BLANCO,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,RIO GRANDE,Rod Silva / Richard C. Silva,5,0.00%,,
President/Vice President,Nutrition Party,ROUTT,Rod Silva / Richard C. Silva,3,0.00%,,
President/Vice President,Nutrition Party,SAGUACHE,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,SAN JUAN,Rod Silva / Richard C. Silva,2,0.00%,,
President/Vice President,Nutrition Party,SAN MIGUEL,Rod Silva / Richard C. Silva,2,0.00%,,
President/Vice President,Nutrition Party,SEDGWICK,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,SUMMIT,Rod Silva / Richard C. Silva,7,0.00%,,
President/Vice President,Nutrition Party,TELLER,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,WASHINGTON,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,WELD,Rod Silva / Richard C. Silva,37,0.00%,,
President/Vice President,Nutrition Party,YUMA,Rod Silva / Richard C. Silva,0,0.00%,,
President/Vice President,Nutrition Party,,Rod Silva / Richard C. Silva TOTAL,751,0.03%,,
President/Vice President,Unaffiliated,ADAMS,Mike Smith / Daniel White,155,0.01%,,
President/Vice President,Unaffiliated,ALAMOSA,Mike Smith / Daniel White,6,0.00%,,
President/Vice President,Unaffiliated,ARAPAHOE,Mike Smith / Daniel White,211,0.01%,,
President/Vice President,Unaffiliated,ARCHULETA,Mike Smith / Daniel White,2,0.00%,,
President/Vice President,Unaffiliated,BACA,Mike Smith / Daniel White,3,0.00%,,
President/Vice President,Unaffiliated,BENT,Mike Smith / Daniel White,4,0.00%,,
President/Vice President,Unaffiliated,BOULDER,Mike Smith / Daniel White,47,0.00%,,
President/Vice President,Unaffiliated,BROOMFIELD,Mike Smith / Daniel White,28,0.00%,,
President/Vice President,Unaffiliated,CHAFFEE,Mike Smith / Daniel White,16,0.00%,,
President/Vice President,Unaffiliated,CHEYENNE,Mike Smith / Daniel White,1,0.00%,,
President/Vice President,Unaffiliated,CLEAR CREEK,Mike Smith / Daniel White,4,0.00%,,
President/Vice President,Unaffiliated,CONEJOS,Mike Smith / Daniel White,1,0.00%,,
President/Vice President,Unaffiliated,COSTILLA,Mike Smith / Daniel White,0,0.00%,,
President/Vice President,Unaffiliated,CROWLEY,Mike Smith / Daniel White,3,0.00%,,
President/Vice President,Unaffiliated,CUSTER,Mike Smith / Daniel White,6,0.00%,,
President/Vice President,Unaffiliated,DELTA,Mike Smith / Daniel White,11,0.00%,,
President/Vice President,Unaffiliated,DENVER,Mike Smith / Daniel White,122,0.00%,,
President/Vice President,Unaffiliated,DOLORES,Mike Smith / Daniel White,0,0.00%,,
President/Vice President,Unaffiliated,DOUGLAS,Mike Smith / Daniel White,104,0.00%,,
President/Vice President,Unaffiliated,EAGLE,Mike Smith / Daniel White,13,0.00%,,
President/Vice President,Unaffiliated,ELBERT,Mike Smith / Daniel White,12,0.00%,,
President/Vice President,Unaffiliated,EL PASO,Mike Smith / Daniel White,318,0.01%,,
President/Vice President,Unaffiliated,FREMONT,Mike Smith / Daniel White,25,0.00%,,
President/Vice President,Unaffiliated,GARFIELD,Mike Smith / Daniel White,17,0.00%,,
President/Vice President,Unaffiliated,GILPIN,Mike Smith / Daniel White,3,0.00%,,
President/Vice President,Unaffiliated,GRAND,Mike Smith / Daniel White,3,0.00%,,
President/Vice President,Unaffiliated,GUNNISON,Mike Smith / Daniel White,5,0.00%,,
President/Vice President,Unaffiliated,HINSDALE,Mike Smith / Daniel White,0,0.00%,,
President/Vice President,Unaffiliated,HUERFANO,Mike Smith / Daniel White,1,0.00%,,
President/Vice President,Unaffiliated,JACKSON,Mike Smith / Daniel White,1,0.00%,,
President/Vice President,Unaffiliated,JEFFERSON,Mike Smith / Daniel White,229,0.01%,,
President/Vice President,Unaffiliated,KIOWA,Mike Smith / Daniel White,3,0.00%,,
President/Vice President,Unaffiliated,KIT CARSON,Mike Smith / Daniel White,4,0.00%,,
President/Vice President,Unaffiliated,LAKE,Mike Smith / Daniel White,1,0.00%,,
President/Vice President,Unaffiliated,LA PLATA,Mike Smith / Daniel White,12,0.00%,,
President/Vice President,Unaffiliated,LARIMER,Mike Smith / Daniel White,121,0.00%,,
President/Vice President,Unaffiliated,LAS ANIMAS,Mike Smith / Daniel White,2,0.00%,,
President/Vice President,Unaffiliated,LINCOLN,Mike Smith / Daniel White,7,0.00%,,
President/Vice President,Unaffiliated,LOGAN,Mike Smith / Daniel White,6,0.00%,,
President/Vice President,Unaffiliated,MESA,Mike Smith / Daniel White,43,0.00%,,
President/Vice President,Unaffiliated,MINERAL,Mike Smith / Daniel White,0,0.00%,,
President/Vice President,Unaffiliated,MOFFAT,Mike Smith / Daniel White,7,0.00%,,
President/Vice President,Unaffiliated,MONTEZUMA,Mike Smith / Daniel White,5,0.00%,,
President/Vice President,Unaffiliated,MONTROSE,Mike Smith / Daniel White,11,0.00%,,
President/Vice President,Unaffiliated,MORGAN,Mike Smith / Daniel White,6,0.00%,,
President/Vice President,Unaffiliated,OTERO,Mike Smith / Daniel White,6,0.00%,,
President/Vice President,Unaffiliated,OURAY,Mike Smith / Daniel White,0,0.00%,,
President/Vice President,Unaffiliated,PARK,Mike Smith / Daniel White,6,0.00%,,
President/Vice President,Unaffiliated,PHILLIPS,Mike Smith / Daniel White,0,0.00%,,
President/Vice President,Unaffiliated,PITKIN,Mike Smith / Daniel White,2,0.00%,,
President/Vice President,Unaffiliated,PROWERS,Mike Smith / Daniel White,5,0.00%,,
President/Vice President,Unaffiliated,PUEBLO,Mike Smith / Daniel White,54,0.00%,,
President/Vice President,Unaffiliated,RIO BLANCO,Mike Smith / Daniel White,2,0.00%,,
President/Vice President,Unaffiliated,RIO GRANDE,Mike Smith / Daniel White,7,0.00%,,
President/Vice President,Unaffiliated,ROUTT,Mike Smith / Daniel White,4,0.00%,,
President/Vice President,Unaffiliated,SAGUACHE,Mike Smith / Daniel White,1,0.00%,,
President/Vice President,Unaffiliated,SAN JUAN,Mike Smith / Daniel White,1,0.00%,,
President/Vice President,Unaffiliated,SAN MIGUEL,Mike Smith / Daniel White,1,0.00%,,
President/Vice President,Unaffiliated,SEDGWICK,Mike Smith / Daniel White,2,0.00%,,
President/Vice President,Unaffiliated,SUMMIT,Mike Smith / Daniel White,5,0.00%,,
President/Vice President,Unaffiliated,TELLER,Mike Smith / Daniel White,18,0.00%,,
President/Vice President,Unaffiliated,WASHINGTON,Mike Smith / Daniel White,2,0.00%,,
President/Vice President,Unaffiliated,WELD,Mike Smith / Daniel White,120,0.00%,,
President/Vice President,Unaffiliated,YUMA,Mike Smith / Daniel White,4,0.00%,,
President/Vice President,Unaffiliated,,Mike Smith / Daniel White TOTAL,"1,819",0.07%,,
President/Vice President,Socialist Party USA,ADAMS,Emidio Soltysik / Angela Nicole Walker,11,0.00%,,
President/Vice President,Socialist Party USA,ALAMOSA,Emidio Soltysik / Angela Nicole Walker,1,0.00%,,
President/Vice President,Socialist Party USA,ARAPAHOE,Emidio Soltysik / Angela Nicole Walker,21,0.00%,,
President/Vice President,Socialist Party USA,ARCHULETA,Emidio Soltysik / Angela Nicole Walker,1,0.00%,,
President/Vice President,Socialist Party USA,BACA,Emidio Soltysik / Angela Nicole Walker,2,0.00%,,
President/Vice President,Socialist Party USA,BENT,Emidio Soltysik / Angela Nicole Walker,2,0.00%,,
President/Vice President,Socialist Party USA,BOULDER,Emidio Soltysik / Angela Nicole Walker,33,0.00%,,
President/Vice President,Socialist Party USA,BROOMFIELD,Emidio Soltysik / Angela Nicole Walker,7,0.00%,,
President/Vice President,Socialist Party USA,CHAFFEE,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,CHEYENNE,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,CLEAR CREEK,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,CONEJOS,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,COSTILLA,Emidio Soltysik / Angela Nicole Walker,1,0.00%,,
President/Vice President,Socialist Party USA,CROWLEY,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,CUSTER,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,DELTA,Emidio Soltysik / Angela Nicole Walker,2,0.00%,,
President/Vice President,Socialist Party USA,DENVER,Emidio Soltysik / Angela Nicole Walker,54,0.00%,,
President/Vice President,Socialist Party USA,DOLORES,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,DOUGLAS,Emidio Soltysik / Angela Nicole Walker,12,0.00%,,
President/Vice President,Socialist Party USA,EAGLE,Emidio Soltysik / Angela Nicole Walker,2,0.00%,,
President/Vice President,Socialist Party USA,ELBERT,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,EL PASO,Emidio Soltysik / Angela Nicole Walker,34,0.00%,,
President/Vice President,Socialist Party USA,FREMONT,Emidio Soltysik / Angela Nicole Walker,2,0.00%,,
President/Vice President,Socialist Party USA,GARFIELD,Emidio Soltysik / Angela Nicole Walker,2,0.00%,,
President/Vice President,Socialist Party USA,GILPIN,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,GRAND,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,GUNNISON,Emidio Soltysik / Angela Nicole Walker,2,0.00%,,
President/Vice President,Socialist Party USA,HINSDALE,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,HUERFANO,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,JACKSON,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,JEFFERSON,Emidio Soltysik / Angela Nicole Walker,31,0.00%,,
President/Vice President,Socialist Party USA,KIOWA,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,KIT CARSON,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,LAKE,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,LA PLATA,Emidio Soltysik / Angela Nicole Walker,5,0.00%,,
President/Vice President,Socialist Party USA,LARIMER,Emidio Soltysik / Angela Nicole Walker,18,0.00%,,
President/Vice President,Socialist Party USA,LAS ANIMAS,Emidio Soltysik / Angela Nicole Walker,1,0.00%,,
President/Vice President,Socialist Party USA,LINCOLN,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,LOGAN,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,MESA,Emidio Soltysik / Angela Nicole Walker,2,0.00%,,
President/Vice President,Socialist Party USA,MINERAL,Emidio Soltysik / Angela Nicole Walker,1,0.00%,,
President/Vice President,Socialist Party USA,MOFFAT,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,MONTEZUMA,Emidio Soltysik / Angela Nicole Walker,2,0.00%,,
President/Vice President,Socialist Party USA,MONTROSE,Emidio Soltysik / Angela Nicole Walker,2,0.00%,,
President/Vice President,Socialist Party USA,MORGAN,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,OTERO,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,OURAY,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,PARK,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,PHILLIPS,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,PITKIN,Emidio Soltysik / Angela Nicole Walker,1,0.00%,,
President/Vice President,Socialist Party USA,PROWERS,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,PUEBLO,Emidio Soltysik / Angela Nicole Walker,8,0.00%,,
President/Vice President,Socialist Party USA,RIO BLANCO,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,RIO GRANDE,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,ROUTT,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,SAGUACHE,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,SAN JUAN,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,SAN MIGUEL,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,SEDGWICK,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,SUMMIT,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,TELLER,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,WASHINGTON,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,WELD,Emidio Soltysik / Angela Nicole Walker,11,0.00%,,
President/Vice President,Socialist Party USA,YUMA,Emidio Soltysik / Angela Nicole Walker,0,0.00%,,
President/Vice President,Socialist Party USA,,Emidio Soltysik / Angela Nicole Walker TOTAL,271,0.01%,,
President/Vice President,Green / Democratic,ADAMS,Bruce Lohmiller / J.R. Smith,2,0.00%,,
President/Vice President,Green / Democratic,ALAMOSA,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,ARAPAHOE,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,ARCHULETA,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,BACA,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,BENT,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,BOULDER,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,BROOMFIELD,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,CHAFFEE,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,CHEYENNE,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,CLEAR CREEK,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,CONEJOS,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,COSTILLA,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,CROWLEY,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,CUSTER,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,DELTA,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,DENVER,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,DOLORES,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,DOUGLAS,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,EAGLE,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,ELBERT,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,EL PASO,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,FREMONT,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,GARFIELD,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,GILPIN,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,GRAND,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,GUNNISON,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,HINSDALE,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,HUERFANO,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,JACKSON,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,JEFFERSON,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,KIOWA,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,KIT CARSON,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,LAKE,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,LA PLATA,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,LARIMER,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,LAS ANIMAS,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,LINCOLN,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,LOGAN,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,MESA,Bruce Lohmiller / J.R. Smith,1,0.00%,,
President/Vice President,Green / Democratic,MINERAL,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,MOFFAT,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,MONTEZUMA,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,MONTROSE,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,MORGAN,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,OTERO,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,OURAY,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,PARK,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,PHILLIPS,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,PITKIN,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,PROWERS,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,PUEBLO,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,RIO BLANCO,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,RIO GRANDE,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,ROUTT,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,SAGUACHE,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,SAN JUAN,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,SAN MIGUEL,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,SEDGWICK,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,SUMMIT,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,TELLER,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,WASHINGTON,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,WELD,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,YUMA,Bruce Lohmiller / J.R. Smith,0,0.00%,,
President/Vice President,Green / Democratic,,Bruce Lohmiller / J.R. Smith TOTAL,3,0.00%,,
President/Vice President,Unaffiliated / Libertarian,ADAMS,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,ALAMOSA,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,ARAPAHOE,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,ARCHULETA,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,BACA,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,BENT,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,BOULDER,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,BROOMFIELD,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,CHAFFEE,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,CHEYENNE,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,CLEAR CREEK,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,CONEJOS,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,COSTILLA,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,CROWLEY,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
