OFFICE / BALLOT ISSUE,PARTY,COUNTY,CANDIDATE / BALLOT ISSUE TITLE,YES VOTES,YES PERCENT,NO VOTES,NO PERCENT
President/Vice President,Green Party,GILPIN,Jill Stein / Ajamu Baraka,122,0.00%,,
President/Vice President,Green Party,GRAND,Jill Stein / Ajamu Baraka,128,0.00%,,
President/Vice President,Green Party,GUNNISON,Jill Stein / Ajamu Baraka,249,0.01%,,
President/Vice President,Green Party,HINSDALE,Jill Stein / Ajamu Baraka,11,0.00%,,
President/Vice President,Green Party,HUERFANO,Jill Stein / Ajamu Baraka,48,0.00%,,
President/Vice President,Green Party,JACKSON,Jill Stein / Ajamu Baraka,7,0.00%,,
President/Vice President,Green Party,JEFFERSON,Jill Stein / Ajamu Baraka,"4,579",0.16%,,
President/Vice President,Green Party,KIOWA,Jill Stein / Ajamu Baraka,1,0.00%,,
President/Vice President,Green Party,KIT CARSON,Jill Stein / Ajamu Baraka,16,0.00%,,
President/Vice President,Green Party,LAKE,Jill Stein / Ajamu Baraka,78,0.00%,,
President/Vice President,Green Party,LA PLATA,Jill Stein / Ajamu Baraka,665,0.02%,,
President/Vice President,Green Party,LARIMER,Jill Stein / Ajamu Baraka,"3,203",0.12%,,
President/Vice President,Green Party,LAS ANIMAS,Jill Stein / Ajamu Baraka,62,0.00%,,
President/Vice President,Green Party,LINCOLN,Jill Stein / Ajamu Baraka,9,0.00%,,
President/Vice President,Green Party,LOGAN,Jill Stein / Ajamu Baraka,65,0.00%,,
President/Vice President,Green Party,MESA,Jill Stein / Ajamu Baraka,712,0.03%,,
President/Vice President,Green Party,MINERAL,Jill Stein / Ajamu Baraka,11,0.00%,,
President/Vice President,Green Party,MOFFAT,Jill Stein / Ajamu Baraka,31,0.00%,,
President/Vice President,Green Party,MONTEZUMA,Jill Stein / Ajamu Baraka,235,0.01%,,
President/Vice President,Green Party,MONTROSE,Jill Stein / Ajamu Baraka,138,0.00%,,
President/Vice President,Green Party,MORGAN,Jill Stein / Ajamu Baraka,80,0.00%,,
President/Vice President,Green Party,OTERO,Jill Stein / Ajamu Baraka,57,0.00%,,
President/Vice President,Green Party,OURAY,Jill Stein / Ajamu Baraka,61,0.00%,,
President/Vice President,Green Party,PARK,Jill Stein / Ajamu Baraka,169,0.01%,,
President/Vice President,Green Party,PHILLIPS,Jill Stein / Ajamu Baraka,9,0.00%,,
President/Vice President,Green Party,PITKIN,Jill Stein / Ajamu Baraka,186,0.01%,,
President/Vice President,Green Party,PROWERS,Jill Stein / Ajamu Baraka,30,0.00%,,
President/Vice President,Green Party,PUEBLO,Jill Stein / Ajamu Baraka,942,0.03%,,
President/Vice President,Green Party,RIO BLANCO,Jill Stein / Ajamu Baraka,16,0.00%,,
President/Vice President,Green Party,RIO GRANDE,Jill Stein / Ajamu Baraka,61,0.00%,,
President/Vice President,Green Party,ROUTT,Jill Stein / Ajamu Baraka,206,0.01%,,
President/Vice President,Green Party,SAGUACHE,Jill Stein / Ajamu Baraka,129,0.00%,,
President/Vice President,Green Party,SAN JUAN,Jill Stein / Ajamu Baraka,4,0.00%,,
President/Vice President,Green Party,SAN MIGUEL,Jill Stein / Ajamu Baraka,128,0.00%,,
President/Vice President,Green Party,SEDGWICK,Jill Stein / Ajamu Baraka,21,0.00%,,
President/Vice President,Green Party,SUMMIT,Jill Stein / Ajamu Baraka,302,0.01%,,
President/Vice President,Green Party,TELLER,Jill Stein / Ajamu Baraka,165,0.01%,,
President/Vice President,Green Party,WASHINGTON,Jill Stein / Ajamu Baraka,11,0.00%,,
President/Vice President,Green Party,WELD,Jill Stein / Ajamu Baraka,"1,353",0.05%,,
President/Vice President,Green Party,YUMA,Jill Stein / Ajamu Baraka,16,0.00%,,
President/Vice President,Green Party,,Jill Stein / Ajamu Baraka TOTAL,"38,437",1.38%,,
President/Vice President,Approval Voting Party,ADAMS,Frank Atwood / Blake Huber,23,0.00%,,
President/Vice President,Approval Voting Party,ALAMOSA,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,ARAPAHOE,Frank Atwood / Blake Huber,47,0.00%,,
President/Vice President,Approval Voting Party,ARCHULETA,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,BACA,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,BENT,Frank Atwood / Blake Huber,2,0.00%,,
President/Vice President,Approval Voting Party,BOULDER,Frank Atwood / Blake Huber,17,0.00%,,
President/Vice President,Approval Voting Party,BROOMFIELD,Frank Atwood / Blake Huber,4,0.00%,,
President/Vice President,Approval Voting Party,CHAFFEE,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,CHEYENNE,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,CLEAR CREEK,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,CONEJOS,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,COSTILLA,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,CROWLEY,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,CUSTER,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,DELTA,Frank Atwood / Blake Huber,3,0.00%,,
President/Vice President,Approval Voting Party,DENVER,Frank Atwood / Blake Huber,46,0.00%,,
President/Vice President,Approval Voting Party,DOLORES,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,DOUGLAS,Frank Atwood / Blake Huber,15,0.00%,,
President/Vice President,Approval Voting Party,EAGLE,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,ELBERT,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,EL PASO,Frank Atwood / Blake Huber,29,0.00%,,
President/Vice President,Approval Voting Party,FREMONT,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,GARFIELD,Frank Atwood / Blake Huber,3,0.00%,,
President/Vice President,Approval Voting Party,GILPIN,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,GRAND,Frank Atwood / Blake Huber,2,0.00%,,
President/Vice President,Approval Voting Party,GUNNISON,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,HINSDALE,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,HUERFANO,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,JACKSON,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,JEFFERSON,Frank Atwood / Blake Huber,47,0.00%,,
President/Vice President,Approval Voting Party,KIOWA,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,KIT CARSON,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,LAKE,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,LA PLATA,Frank Atwood / Blake Huber,3,0.00%,,
President/Vice President,Approval Voting Party,LARIMER,Frank Atwood / Blake Huber,24,0.00%,,
President/Vice President,Approval Voting Party,LAS ANIMAS,Frank Atwood / Blake Huber,2,0.00%,,
President/Vice President,Approval Voting Party,LINCOLN,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,LOGAN,Frank Atwood / Blake Huber,4,0.00%,,
President/Vice President,Approval Voting Party,MESA,Frank Atwood / Blake Huber,6,0.00%,,
President/Vice President,Approval Voting Party,MINERAL,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,MOFFAT,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,MONTEZUMA,Frank Atwood / Blake Huber,2,0.00%,,
President/Vice President,Approval Voting Party,MONTROSE,Frank Atwood / Blake Huber,3,0.00%,,
President/Vice President,Approval Voting Party,MORGAN,Frank Atwood / Blake Huber,2,0.00%,,
President/Vice President,Approval Voting Party,OTERO,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,OURAY,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,PARK,Frank Atwood / Blake Huber,2,0.00%,,
President/Vice President,Approval Voting Party,PHILLIPS,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,PITKIN,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,PROWERS,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,PUEBLO,Frank Atwood / Blake Huber,21,0.00%,,
President/Vice President,Approval Voting Party,RIO BLANCO,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,RIO GRANDE,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,ROUTT,Frank Atwood / Blake Huber,2,0.00%,,
President/Vice President,Approval Voting Party,SAGUACHE,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,SAN JUAN,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,SAN MIGUEL,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,SEDGWICK,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,SUMMIT,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,TELLER,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,WASHINGTON,Frank Atwood / Blake Huber,1,0.00%,,
President/Vice President,Approval Voting Party,WELD,Frank Atwood / Blake Huber,14,0.00%,,
President/Vice President,Approval Voting Party,YUMA,Frank Atwood / Blake Huber,0,0.00%,,
President/Vice President,Approval Voting Party,,Frank Atwood / Blake Huber TOTAL,337,0.01%,,
President/Vice President,American Delta Party,ADAMS,Rocky Roque De La Fuente / Michael Steinberg,139,0.00%,,
President/Vice President,American Delta Party,ALAMOSA,Rocky Roque De La Fuente / Michael Steinberg,13,0.00%,,
President/Vice President,American Delta Party,ARAPAHOE,Rocky Roque De La Fuente / Michael Steinberg,117,0.00%,,
President/Vice President,American Delta Party,ARCHULETA,Rocky Roque De La Fuente / Michael Steinberg,3,0.00%,,
President/Vice President,American Delta Party,BACA,Rocky Roque De La Fuente / Michael Steinberg,1,0.00%,,
President/Vice President,American Delta Party,BENT,Rocky Roque De La Fuente / Michael Steinberg,2,0.00%,,
President/Vice President,American Delta Party,BOULDER,Rocky Roque De La Fuente / Michael Steinberg,59,0.00%,,
President/Vice President,American Delta Party,BROOMFIELD,Rocky Roque De La Fuente / Michael Steinberg,8,0.00%,,
President/Vice President,American Delta Party,CHAFFEE,Rocky Roque De La Fuente / Michael Steinberg,2,0.00%,,
President/Vice President,American Delta Party,CHEYENNE,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,CLEAR CREEK,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,CONEJOS,Rocky Roque De La Fuente / Michael Steinberg,1,0.00%,,
President/Vice President,American Delta Party,COSTILLA,Rocky Roque De La Fuente / Michael Steinberg,3,0.00%,,
President/Vice President,American Delta Party,CROWLEY,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,CUSTER,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,DELTA,Rocky Roque De La Fuente / Michael Steinberg,6,0.00%,,
President/Vice President,American Delta Party,DENVER,Rocky Roque De La Fuente / Michael Steinberg,166,0.01%,,
President/Vice President,American Delta Party,DOLORES,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,DOUGLAS,Rocky Roque De La Fuente / Michael Steinberg,45,0.00%,,
President/Vice President,American Delta Party,EAGLE,Rocky Roque De La Fuente / Michael Steinberg,18,0.00%,,
President/Vice President,American Delta Party,ELBERT,Rocky Roque De La Fuente / Michael Steinberg,2,0.00%,,
President/Vice President,American Delta Party,EL PASO,Rocky Roque De La Fuente / Michael Steinberg,112,0.00%,,
President/Vice President,American Delta Party,FREMONT,Rocky Roque De La Fuente / Michael Steinberg,6,0.00%,,
President/Vice President,American Delta Party,GARFIELD,Rocky Roque De La Fuente / Michael Steinberg,9,0.00%,,
President/Vice President,American Delta Party,GILPIN,Rocky Roque De La Fuente / Michael Steinberg,2,0.00%,,
President/Vice President,American Delta Party,GRAND,Rocky Roque De La Fuente / Michael Steinberg,1,0.00%,,
President/Vice President,American Delta Party,GUNNISON,Rocky Roque De La Fuente / Michael Steinberg,6,0.00%,,
President/Vice President,American Delta Party,HINSDALE,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,HUERFANO,Rocky Roque De La Fuente / Michael Steinberg,3,0.00%,,
President/Vice President,American Delta Party,JACKSON,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,JEFFERSON,Rocky Roque De La Fuente / Michael Steinberg,132,0.00%,,
President/Vice President,American Delta Party,KIOWA,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,KIT CARSON,Rocky Roque De La Fuente / Michael Steinberg,1,0.00%,,
President/Vice President,American Delta Party,LAKE,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,LA PLATA,Rocky Roque De La Fuente / Michael Steinberg,11,0.00%,,
President/Vice President,American Delta Party,LARIMER,Rocky Roque De La Fuente / Michael Steinberg,83,0.00%,,
President/Vice President,American Delta Party,LAS ANIMAS,Rocky Roque De La Fuente / Michael Steinberg,5,0.00%,,
President/Vice President,American Delta Party,LINCOLN,Rocky Roque De La Fuente / Michael Steinberg,2,0.00%,,
President/Vice President,American Delta Party,LOGAN,Rocky Roque De La Fuente / Michael Steinberg,5,0.00%,,
President/Vice President,American Delta Party,MESA,Rocky Roque De La Fuente / Michael Steinberg,34,0.00%,,
President/Vice President,American Delta Party,MINERAL,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,MOFFAT,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,MONTEZUMA,Rocky Roque De La Fuente / Michael Steinberg,7,0.00%,,
President/Vice President,American Delta Party,MONTROSE,Rocky Roque De La Fuente / Michael Steinberg,11,0.00%,,
President/Vice President,American Delta Party,MORGAN,Rocky Roque De La Fuente / Michael Steinberg,6,0.00%,,
President/Vice President,American Delta Party,OTERO,Rocky Roque De La Fuente / Michael Steinberg,12,0.00%,,
President/Vice President,American Delta Party,OURAY,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,PARK,Rocky Roque De La Fuente / Michael Steinberg,3,0.00%,,
President/Vice President,American Delta Party,PHILLIPS,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,PITKIN,Rocky Roque De La Fuente / Michael Steinberg,2,0.00%,,
President/Vice President,American Delta Party,PROWERS,Rocky Roque De La Fuente / Michael Steinberg,2,0.00%,,
President/Vice President,American Delta Party,PUEBLO,Rocky Roque De La Fuente / Michael Steinberg,93,0.00%,,
President/Vice President,American Delta Party,RIO BLANCO,Rocky Roque De La Fuente / Michael Steinberg,1,0.00%,,
President/Vice President,American Delta Party,RIO GRANDE,Rocky Roque De La Fuente / Michael Steinberg,8,0.00%,,
President/Vice President,American Delta Party,ROUTT,Rocky Roque De La Fuente / Michael Steinberg,5,0.00%,,
President/Vice President,American Delta Party,SAGUACHE,Rocky Roque De La Fuente / Michael Steinberg,4,0.00%,,
President/Vice President,American Delta Party,SAN JUAN,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,SAN MIGUEL,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,SEDGWICK,Rocky Roque De La Fuente / Michael Steinberg,1,0.00%,,
President/Vice President,American Delta Party,SUMMIT,Rocky Roque De La Fuente / Michael Steinberg,9,0.00%,,
President/Vice President,American Delta Party,TELLER,Rocky Roque De La Fuente / Michael Steinberg,0,0.00%,,
President/Vice President,American Delta Party,WASHINGTON,Rocky Roque De La Fuente / Michael Steinberg,2,0.00%,,
President/Vice President,American Delta Party,WELD,Rocky Roque De La Fuente / Michael Steinberg,90,0.00%,,
President/Vice President,American Delta Party,YUMA,Rocky Roque De La Fuente / Michael Steinberg,2,0.00%,,
President/Vice President,American Delta Party,,Rocky Roque De La Fuente / Michael Steinberg TOTAL,"1,255",0.05%,,
President/Vice President,Prohibition Party,ADAMS,James Hedges / Bill Bayes,19,0.00%,,
President/Vice President,Prohibition Party,ALAMOSA,James Hedges / Bill Bayes,1,0.00%,,
President/Vice President,Prohibition Party,ARAPAHOE,James Hedges / Bill Bayes,18,0.00%,,
President/Vice President,Prohibition Party,ARCHULETA,James Hedges / Bill Bayes,0,0.00%,,
President/Vice President,Prohibition Party,BACA,James Hedges / Bill Bayes,0,0.00%,,
President/Vice President,Prohibition Party,BENT,James Hedges / Bill Bayes,1,0.00%,,
