Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
President/Vice President,Green Party,SAN MIGUEL,Howie Hawkins / Angela Nicole Walker,14,
President/Vice President,Green Party,SEDGWICK,Howie Hawkins / Angela Nicole Walker,1,
President/Vice President,Green Party,SUMMIT,Howie Hawkins / Angela Nicole Walker,60,
President/Vice President,Green Party,TELLER,Howie Hawkins / Angela Nicole Walker,25,
President/Vice President,Green Party,WASHINGTON,Howie Hawkins / Angela Nicole Walker,5,
President/Vice President,Green Party,WELD,Howie Hawkins / Angela Nicole Walker,340,
President/Vice President,Green Party,YUMA,Howie Hawkins / Angela Nicole Walker,2,
President/Vice President,Green Party,,Howie Hawkins / Angela Nicole Walker Total Votes,"8,986",
President/Vice President,Green Party,,Howie Hawkins / Angela Nicole Walker Vote %,0.28%,
President/Vice President,Approval Voting Party,ADAMS,Blake Huber / Frank Atwood,37,
President/Vice President,Approval Voting Party,ALAMOSA,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,ARAPAHOE,Blake Huber / Frank Atwood,41,
President/Vice President,Approval Voting Party,ARCHULETA,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,BACA,Blake Huber / Frank Atwood,2,
President/Vice President,Approval Voting Party,BENT,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,BOULDER,Blake Huber / Frank Atwood,22,
President/Vice President,Approval Voting Party,BROOMFIELD,Blake Huber / Frank Atwood,2,
President/Vice President,Approval Voting Party,CHAFFEE,Blake Huber / Frank Atwood,2,
President/Vice President,Approval Voting Party,CHEYENNE,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,CLEAR CREEK,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,CONEJOS,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,COSTILLA,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,CROWLEY,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,CUSTER,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,DELTA,Blake Huber / Frank Atwood,9,
President/Vice President,Approval Voting Party,DENVER,Blake Huber / Frank Atwood,55,
President/Vice President,Approval Voting Party,DOLORES,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,DOUGLAS,Blake Huber / Frank Atwood,14,
President/Vice President,Approval Voting Party,EAGLE,Blake Huber / Frank Atwood,2,
President/Vice President,Approval Voting Party,ELBERT,Blake Huber / Frank Atwood,4,
President/Vice President,Approval Voting Party,EL PASO,Blake Huber / Frank Atwood,35,
President/Vice President,Approval Voting Party,FREMONT,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,GARFIELD,Blake Huber / Frank Atwood,5,
President/Vice President,Approval Voting Party,GILPIN,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,GRAND,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,GUNNISON,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,HINSDALE,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,HUERFANO,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,JACKSON,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,JEFFERSON,Blake Huber / Frank Atwood,39,
President/Vice President,Approval Voting Party,KIOWA,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,KIT CARSON,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,LAKE,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,LA PLATA,Blake Huber / Frank Atwood,4,
President/Vice President,Approval Voting Party,LARIMER,Blake Huber / Frank Atwood,20,
President/Vice President,Approval Voting Party,LAS ANIMAS,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,LINCOLN,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,LOGAN,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,MESA,Blake Huber / Frank Atwood,12,
President/Vice President,Approval Voting Party,MINERAL,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,MOFFAT,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,MONTEZUMA,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,MONTROSE,Blake Huber / Frank Atwood,2,
President/Vice President,Approval Voting Party,MORGAN,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,OTERO,Blake Huber / Frank Atwood,3,
President/Vice President,Approval Voting Party,OURAY,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,PARK,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,PHILLIPS,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,PITKIN,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,PROWERS,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,PUEBLO,Blake Huber / Frank Atwood,12,
President/Vice President,Approval Voting Party,RIO BLANCO,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,RIO GRANDE,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,ROUTT,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,SAGUACHE,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,SAN JUAN,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,SAN MIGUEL,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,SEDGWICK,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,SUMMIT,Blake Huber / Frank Atwood,3,
President/Vice President,Approval Voting Party,TELLER,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,WASHINGTON,Blake Huber / Frank Atwood,1,
President/Vice President,Approval Voting Party,WELD,Blake Huber / Frank Atwood,18,
President/Vice President,Approval Voting Party,YUMA,Blake Huber / Frank Atwood,0,
President/Vice President,Approval Voting Party,,Blake Huber / Frank Atwood Total Votes,355,
President/Vice President,Approval Voting Party,,Blake Huber / Frank Atwood Vote %,0.01%,
President/Vice President,Libertarian Party,ADAMS,"Jo Jorgensen / Jeremy ""Spike"" Cohen","3,731",
President/Vice President,Libertarian Party,ALAMOSA,"Jo Jorgensen / Jeremy ""Spike"" Cohen",90,
President/Vice President,Libertarian Party,ARAPAHOE,"Jo Jorgensen / Jeremy ""Spike"" Cohen","5,423",
President/Vice President,Libertarian Party,ARCHULETA,"Jo Jorgensen / Jeremy ""Spike"" Cohen",120,
President/Vice President,Libertarian Party,BACA,"Jo Jorgensen / Jeremy ""Spike"" Cohen",26,
President/Vice President,Libertarian Party,BENT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",15,
President/Vice President,Libertarian Party,BOULDER,"Jo Jorgensen / Jeremy ""Spike"" Cohen","2,539",
President/Vice President,Libertarian Party,BROOMFIELD,"Jo Jorgensen / Jeremy ""Spike"" Cohen",772,
President/Vice President,Libertarian Party,CHAFFEE,"Jo Jorgensen / Jeremy ""Spike"" Cohen",189,
President/Vice President,Libertarian Party,CHEYENNE,"Jo Jorgensen / Jeremy ""Spike"" Cohen",6,
President/Vice President,Libertarian Party,CLEAR CREEK,"Jo Jorgensen / Jeremy ""Spike"" Cohen",113,
President/Vice President,Libertarian Party,CONEJOS,"Jo Jorgensen / Jeremy ""Spike"" Cohen",34,
President/Vice President,Libertarian Party,COSTILLA,"Jo Jorgensen / Jeremy ""Spike"" Cohen",15,
President/Vice President,Libertarian Party,CROWLEY,"Jo Jorgensen / Jeremy ""Spike"" Cohen",22,
President/Vice President,Libertarian Party,CUSTER,"Jo Jorgensen / Jeremy ""Spike"" Cohen",29,
President/Vice President,Libertarian Party,DELTA,"Jo Jorgensen / Jeremy ""Spike"" Cohen",218,
President/Vice President,Libertarian Party,DENVER,"Jo Jorgensen / Jeremy ""Spike"" Cohen","4,870",
President/Vice President,Libertarian Party,DOLORES,"Jo Jorgensen / Jeremy ""Spike"" Cohen",5,
President/Vice President,Libertarian Party,DOUGLAS,"Jo Jorgensen / Jeremy ""Spike"" Cohen","3,715",
President/Vice President,Libertarian Party,EAGLE,"Jo Jorgensen / Jeremy ""Spike"" Cohen",377,
President/Vice President,Libertarian Party,ELBERT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",306,
President/Vice President,Libertarian Party,EL PASO,"Jo Jorgensen / Jeremy ""Spike"" Cohen","9,264",
President/Vice President,Libertarian Party,FREMONT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",397,
President/Vice President,Libertarian Party,GARFIELD,"Jo Jorgensen / Jeremy ""Spike"" Cohen",424,
President/Vice President,Libertarian Party,GILPIN,"Jo Jorgensen / Jeremy ""Spike"" Cohen",70,
President/Vice President,Libertarian Party,GRAND,"Jo Jorgensen / Jeremy ""Spike"" Cohen",174,
President/Vice President,Libertarian Party,GUNNISON,"Jo Jorgensen / Jeremy ""Spike"" Cohen",210,
President/Vice President,Libertarian Party,HINSDALE,"Jo Jorgensen / Jeremy ""Spike"" Cohen",10,
President/Vice President,Libertarian Party,HUERFANO,"Jo Jorgensen / Jeremy ""Spike"" Cohen",71,
President/Vice President,Libertarian Party,JACKSON,"Jo Jorgensen / Jeremy ""Spike"" Cohen",12,
President/Vice President,Libertarian Party,JEFFERSON,"Jo Jorgensen / Jeremy ""Spike"" Cohen","6,394",
President/Vice President,Libertarian Party,KIOWA,"Jo Jorgensen / Jeremy ""Spike"" Cohen",9,
President/Vice President,Libertarian Party,KIT CARSON,"Jo Jorgensen / Jeremy ""Spike"" Cohen",34,
President/Vice President,Libertarian Party,LAKE,"Jo Jorgensen / Jeremy ""Spike"" Cohen",101,
President/Vice President,Libertarian Party,LA PLATA,"Jo Jorgensen / Jeremy ""Spike"" Cohen",530,
President/Vice President,Libertarian Party,LARIMER,"Jo Jorgensen / Jeremy ""Spike"" Cohen","4,089",
President/Vice President,Libertarian Party,LAS ANIMAS,"Jo Jorgensen / Jeremy ""Spike"" Cohen",86,
President/Vice President,Libertarian Party,LINCOLN,"Jo Jorgensen / Jeremy ""Spike"" Cohen",26,
President/Vice President,Libertarian Party,LOGAN,"Jo Jorgensen / Jeremy ""Spike"" Cohen",139,
President/Vice President,Libertarian Party,MESA,"Jo Jorgensen / Jeremy ""Spike"" Cohen","1,306",
President/Vice President,Libertarian Party,MINERAL,"Jo Jorgensen / Jeremy ""Spike"" Cohen",3,
President/Vice President,Libertarian Party,MOFFAT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",97,
President/Vice President,Libertarian Party,MONTEZUMA,"Jo Jorgensen / Jeremy ""Spike"" Cohen",192,
President/Vice President,Libertarian Party,MONTROSE,"Jo Jorgensen / Jeremy ""Spike"" Cohen",285,
President/Vice President,Libertarian Party,MORGAN,"Jo Jorgensen / Jeremy ""Spike"" Cohen",151,
President/Vice President,Libertarian Party,OTERO,"Jo Jorgensen / Jeremy ""Spike"" Cohen",88,
President/Vice President,Libertarian Party,OURAY,"Jo Jorgensen / Jeremy ""Spike"" Cohen",46,
President/Vice President,Libertarian Party,PARK,"Jo Jorgensen / Jeremy ""Spike"" Cohen",238,
President/Vice President,Libertarian Party,PHILLIPS,"Jo Jorgensen / Jeremy ""Spike"" Cohen",24,
President/Vice President,Libertarian Party,PITKIN,"Jo Jorgensen / Jeremy ""Spike"" Cohen",94,
President/Vice President,Libertarian Party,PROWERS,"Jo Jorgensen / Jeremy ""Spike"" Cohen",39,
President/Vice President,Libertarian Party,PUEBLO,"Jo Jorgensen / Jeremy ""Spike"" Cohen","1,200",
President/Vice President,Libertarian Party,RIO BLANCO,"Jo Jorgensen / Jeremy ""Spike"" Cohen",42,
President/Vice President,Libertarian Party,RIO GRANDE,"Jo Jorgensen / Jeremy ""Spike"" Cohen",66,
President/Vice President,Libertarian Party,ROUTT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",236,
President/Vice President,Libertarian Party,SAGUACHE,"Jo Jorgensen / Jeremy ""Spike"" Cohen",39,
President/Vice President,Libertarian Party,SAN JUAN,"Jo Jorgensen / Jeremy ""Spike"" Cohen",7,
President/Vice President,Libertarian Party,SAN MIGUEL,"Jo Jorgensen / Jeremy ""Spike"" Cohen",52,
President/Vice President,Libertarian Party,SEDGWICK,"Jo Jorgensen / Jeremy ""Spike"" Cohen",8,
President/Vice President,Libertarian Party,SUMMIT,"Jo Jorgensen / Jeremy ""Spike"" Cohen",353,
President/Vice President,Libertarian Party,TELLER,"Jo Jorgensen / Jeremy ""Spike"" Cohen",267,
President/Vice President,Libertarian Party,WASHINGTON,"Jo Jorgensen / Jeremy ""Spike"" Cohen",25,
President/Vice President,Libertarian Party,WELD,"Jo Jorgensen / Jeremy ""Spike"" Cohen","2,895",
President/Vice President,Libertarian Party,YUMA,"Jo Jorgensen / Jeremy ""Spike"" Cohen",52,
President/Vice President,Libertarian Party,,"Jo Jorgensen / Jeremy ""Spike"" Cohen Total Votes","52,460",
President/Vice President,Libertarian Party,,"Jo Jorgensen / Jeremy ""Spike"" Cohen Vote %",1.61%,
President/Vice President,American Solidarity Party,ADAMS,Brian Carroll / Amar Patel,160,
President/Vice President,American Solidarity Party,ALAMOSA,Brian Carroll / Amar Patel,7,
President/Vice President,American Solidarity Party,ARAPAHOE,Brian Carroll / Amar Patel,297,
President/Vice President,American Solidarity Party,ARCHULETA,Brian Carroll / Amar Patel,7,
President/Vice President,American Solidarity Party,BACA,Brian Carroll / Amar Patel,3,
President/Vice President,American Solidarity Party,BENT,Brian Carroll / Amar Patel,0,
President/Vice President,American Solidarity Party,BOULDER,Brian Carroll / Amar Patel,143,
President/Vice President,American Solidarity Party,BROOMFIELD,Brian Carroll / Amar Patel,50,
President/Vice President,American Solidarity Party,CHAFFEE,Brian Carroll / Amar Patel,14,
President/Vice President,American Solidarity Party,CHEYENNE,Brian Carroll / Amar Patel,0,
President/Vice President,American Solidarity Party,CLEAR CREEK,Brian Carroll / Amar Patel,5,
President/Vice President,American Solidarity Party,CONEJOS,Brian Carroll / Amar Patel,2,
President/Vice President,American Solidarity Party,COSTILLA,Brian Carroll / Amar Patel,0,
President/Vice President,American Solidarity Party,CROWLEY,Brian Carroll / Amar Patel,0,
President/Vice President,American Solidarity Party,CUSTER,Brian Carroll / Amar Patel,2,
President/Vice President,American Solidarity Party,DELTA,Brian Carroll / Amar Patel,6,
President/Vice President,American Solidarity Party,DENVER,Brian Carroll / Amar Patel,242,
President/Vice President,American Solidarity Party,DOLORES,Brian Carroll / Amar Patel,0,
President/Vice President,American Solidarity Party,DOUGLAS,Brian Carroll / Amar Patel,199,
President/Vice President,American Solidarity Party,EAGLE,Brian Carroll / Amar Patel,10,
President/Vice President,American Solidarity Party,ELBERT,Brian Carroll / Amar Patel,6,
President/Vice President,American Solidarity Party,EL PASO,Brian Carroll / Amar Patel,467,
President/Vice President,American Solidarity Party,FREMONT,Brian Carroll / Amar Patel,11,
