,Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
1276,President/Vice President,Unaffiliated,FREMONT,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1277,President/Vice President,Unaffiliated,GARFIELD,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1278,President/Vice President,Unaffiliated,GILPIN,"Jordan ""Cancer"" Scott / Jennifer Tepool",1,
1279,President/Vice President,Unaffiliated,GRAND,"Jordan ""Cancer"" Scott / Jennifer Tepool",1,
1280,President/Vice President,Unaffiliated,GUNNISON,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1281,President/Vice President,Unaffiliated,HINSDALE,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1282,President/Vice President,Unaffiliated,HUERFANO,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1283,President/Vice President,Unaffiliated,JACKSON,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1284,President/Vice President,Unaffiliated,JEFFERSON,"Jordan ""Cancer"" Scott / Jennifer Tepool",16,
1285,President/Vice President,Unaffiliated,KIOWA,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1286,President/Vice President,Unaffiliated,KIT CARSON,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1287,President/Vice President,Unaffiliated,LAKE,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1288,President/Vice President,Unaffiliated,LA PLATA,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1289,President/Vice President,Unaffiliated,LARIMER,"Jordan ""Cancer"" Scott / Jennifer Tepool",8,
1290,President/Vice President,Unaffiliated,LAS ANIMAS,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1291,President/Vice President,Unaffiliated,LINCOLN,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1292,President/Vice President,Unaffiliated,LOGAN,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1293,President/Vice President,Unaffiliated,MESA,"Jordan ""Cancer"" Scott / Jennifer Tepool",7,
1294,President/Vice President,Unaffiliated,MINERAL,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1295,President/Vice President,Unaffiliated,MOFFAT,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1296,President/Vice President,Unaffiliated,MONTEZUMA,"Jordan ""Cancer"" Scott / Jennifer Tepool",2,
1297,President/Vice President,Unaffiliated,MONTROSE,"Jordan ""Cancer"" Scott / Jennifer Tepool",2,
1298,President/Vice President,Unaffiliated,MORGAN,"Jordan ""Cancer"" Scott / Jennifer Tepool",3,
1299,President/Vice President,Unaffiliated,OTERO,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1300,President/Vice President,Unaffiliated,OURAY,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1301,President/Vice President,Unaffiliated,PARK,"Jordan ""Cancer"" Scott / Jennifer Tepool",2,
1302,President/Vice President,Unaffiliated,PHILLIPS,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1303,President/Vice President,Unaffiliated,PITKIN,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1304,President/Vice President,Unaffiliated,PROWERS,"Jordan ""Cancer"" Scott / Jennifer Tepool",2,
1305,President/Vice President,Unaffiliated,PUEBLO,"Jordan ""Cancer"" Scott / Jennifer Tepool",7,
1306,President/Vice President,Unaffiliated,RIO BLANCO,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1307,President/Vice President,Unaffiliated,RIO GRANDE,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1308,President/Vice President,Unaffiliated,ROUTT,"Jordan ""Cancer"" Scott / Jennifer Tepool",1,
1309,President/Vice President,Unaffiliated,SAGUACHE,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1310,President/Vice President,Unaffiliated,SAN JUAN,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1311,President/Vice President,Unaffiliated,SAN MIGUEL,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1312,President/Vice President,Unaffiliated,SEDGWICK,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1313,President/Vice President,Unaffiliated,SUMMIT,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1314,President/Vice President,Unaffiliated,TELLER,"Jordan ""Cancer"" Scott / Jennifer Tepool",1,
1315,President/Vice President,Unaffiliated,WASHINGTON,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
1316,President/Vice President,Unaffiliated,WELD,"Jordan ""Cancer"" Scott / Jennifer Tepool",9,
1317,President/Vice President,Unaffiliated,YUMA,"Jordan ""Cancer"" Scott / Jennifer Tepool",1,
1318,President/Vice President,Unaffiliated,,"Jordan ""Cancer"" Scott / Jennifer Tepool Total Votes",175,
1319,President/Vice President,Unaffiliated,,"Jordan ""Cancer"" Scott / Jennifer Tepool Vote %",0.01%,
1320,President/Vice President,Unaffiliated,ADAMS,Kanye West / Michelle Tidball,729,
1321,President/Vice President,Unaffiliated,ALAMOSA,Kanye West / Michelle Tidball,48,
1322,President/Vice President,Unaffiliated,ARAPAHOE,Kanye West / Michelle Tidball,908,
1323,President/Vice President,Unaffiliated,ARCHULETA,Kanye West / Michelle Tidball,20,
1324,President/Vice President,Unaffiliated,BACA,Kanye West / Michelle Tidball,4,
1325,President/Vice President,Unaffiliated,BENT,Kanye West / Michelle Tidball,7,
1326,President/Vice President,Unaffiliated,BOULDER,Kanye West / Michelle Tidball,391,
1327,President/Vice President,Unaffiliated,BROOMFIELD,Kanye West / Michelle Tidball,106,
1328,President/Vice President,Unaffiliated,CHAFFEE,Kanye West / Michelle Tidball,22,
1329,President/Vice President,Unaffiliated,CHEYENNE,Kanye West / Michelle Tidball,3,
1330,President/Vice President,Unaffiliated,CLEAR CREEK,Kanye West / Michelle Tidball,10,
1331,President/Vice President,Unaffiliated,CONEJOS,Kanye West / Michelle Tidball,10,
1332,President/Vice President,Unaffiliated,COSTILLA,Kanye West / Michelle Tidball,5,
1333,President/Vice President,Unaffiliated,CROWLEY,Kanye West / Michelle Tidball,8,
1334,President/Vice President,Unaffiliated,CUSTER,Kanye West / Michelle Tidball,0,
1335,President/Vice President,Unaffiliated,DELTA,Kanye West / Michelle Tidball,32,
1336,President/Vice President,Unaffiliated,DENVER,Kanye West / Michelle Tidball,976,
1337,President/Vice President,Unaffiliated,DOLORES,Kanye West / Michelle Tidball,3,
1338,President/Vice President,Unaffiliated,DOUGLAS,Kanye West / Michelle Tidball,476,
1339,President/Vice President,Unaffiliated,EAGLE,Kanye West / Michelle Tidball,79,
1340,President/Vice President,Unaffiliated,ELBERT,Kanye West / Michelle Tidball,33,
1341,President/Vice President,Unaffiliated,EL PASO,Kanye West / Michelle Tidball,"1,097",
1342,President/Vice President,Unaffiliated,FREMONT,Kanye West / Michelle Tidball,54,
1343,President/Vice President,Unaffiliated,GARFIELD,Kanye West / Michelle Tidball,75,
1344,President/Vice President,Unaffiliated,GILPIN,Kanye West / Michelle Tidball,12,
1345,President/Vice President,Unaffiliated,GRAND,Kanye West / Michelle Tidball,23,
1346,President/Vice President,Unaffiliated,GUNNISON,Kanye West / Michelle Tidball,23,
1347,President/Vice President,Unaffiliated,HINSDALE,Kanye West / Michelle Tidball,4,
1348,President/Vice President,Unaffiliated,HUERFANO,Kanye West / Michelle Tidball,10,
1349,President/Vice President,Unaffiliated,JACKSON,Kanye West / Michelle Tidball,2,
1350,President/Vice President,Unaffiliated,JEFFERSON,Kanye West / Michelle Tidball,900,
1351,President/Vice President,Unaffiliated,KIOWA,Kanye West / Michelle Tidball,1,
1352,President/Vice President,Unaffiliated,KIT CARSON,Kanye West / Michelle Tidball,4,
1353,President/Vice President,Unaffiliated,LAKE,Kanye West / Michelle Tidball,17,
1354,President/Vice President,Unaffiliated,LA PLATA,Kanye West / Michelle Tidball,79,
1355,President/Vice President,Unaffiliated,LARIMER,Kanye West / Michelle Tidball,549,
1356,President/Vice President,Unaffiliated,LAS ANIMAS,Kanye West / Michelle Tidball,21,
1357,President/Vice President,Unaffiliated,LINCOLN,Kanye West / Michelle Tidball,3,
1358,President/Vice President,Unaffiliated,LOGAN,Kanye West / Michelle Tidball,20,
1359,President/Vice President,Unaffiliated,MESA,Kanye West / Michelle Tidball,197,
1360,President/Vice President,Unaffiliated,MINERAL,Kanye West / Michelle Tidball,1,
1361,President/Vice President,Unaffiliated,MOFFAT,Kanye West / Michelle Tidball,21,
1362,President/Vice President,Unaffiliated,MONTEZUMA,Kanye West / Michelle Tidball,37,
1363,President/Vice President,Unaffiliated,MONTROSE,Kanye West / Michelle Tidball,45,
1364,President/Vice President,Unaffiliated,MORGAN,Kanye West / Michelle Tidball,27,
1365,President/Vice President,Unaffiliated,OTERO,Kanye West / Michelle Tidball,35,
1366,President/Vice President,Unaffiliated,OURAY,Kanye West / Michelle Tidball,7,
1367,President/Vice President,Unaffiliated,PARK,Kanye West / Michelle Tidball,30,
1368,President/Vice President,Unaffiliated,PHILLIPS,Kanye West / Michelle Tidball,4,
1369,President/Vice President,Unaffiliated,PITKIN,Kanye West / Michelle Tidball,23,
1370,President/Vice President,Unaffiliated,PROWERS,Kanye West / Michelle Tidball,14,
1371,President/Vice President,Unaffiliated,PUEBLO,Kanye West / Michelle Tidball,255,
1372,President/Vice President,Unaffiliated,RIO BLANCO,Kanye West / Michelle Tidball,11,
1373,President/Vice President,Unaffiliated,RIO GRANDE,Kanye West / Michelle Tidball,20,
1374,President/Vice President,Unaffiliated,ROUTT,Kanye West / Michelle Tidball,31,
1375,President/Vice President,Unaffiliated,SAGUACHE,Kanye West / Michelle Tidball,15,
1376,President/Vice President,Unaffiliated,SAN JUAN,Kanye West / Michelle Tidball,2,
1377,President/Vice President,Unaffiliated,SAN MIGUEL,Kanye West / Michelle Tidball,11,
1378,President/Vice President,Unaffiliated,SEDGWICK,Kanye West / Michelle Tidball,2,
1379,President/Vice President,Unaffiliated,SUMMIT,Kanye West / Michelle Tidball,39,
1380,President/Vice President,Unaffiliated,TELLER,Kanye West / Michelle Tidball,37,
1381,President/Vice President,Unaffiliated,WASHINGTON,Kanye West / Michelle Tidball,2,
1382,President/Vice President,Unaffiliated,WELD,Kanye West / Michelle Tidball,449,
1383,President/Vice President,Unaffiliated,YUMA,Kanye West / Michelle Tidball,10,
1384,President/Vice President,Unaffiliated,,Kanye West / Michelle Tidball Total Votes,"8,089",
1385,President/Vice President,Unaffiliated,,Kanye West / Michelle Tidball Vote %,0.25%,
1386,President/Vice President,No Party Affiliation,ADAMS,Kasey Wells / Rachel Wells,0,
1387,President/Vice President,No Party Affiliation,ALAMOSA,Kasey Wells / Rachel Wells,0,
1388,President/Vice President,No Party Affiliation,ARAPAHOE,Kasey Wells / Rachel Wells,0,
1389,President/Vice President,No Party Affiliation,ARCHULETA,Kasey Wells / Rachel Wells,0,
1390,President/Vice President,No Party Affiliation,BACA,Kasey Wells / Rachel Wells,0,
1391,President/Vice President,No Party Affiliation,BENT,Kasey Wells / Rachel Wells,0,
1392,President/Vice President,No Party Affiliation,BOULDER,Kasey Wells / Rachel Wells,0,
1393,President/Vice President,No Party Affiliation,BROOMFIELD,Kasey Wells / Rachel Wells,0,
1394,President/Vice President,No Party Affiliation,CHAFFEE,Kasey Wells / Rachel Wells,0,
1395,President/Vice President,No Party Affiliation,CHEYENNE,Kasey Wells / Rachel Wells,0,
1396,President/Vice President,No Party Affiliation,CLEAR CREEK,Kasey Wells / Rachel Wells,0,
1397,President/Vice President,No Party Affiliation,CONEJOS,Kasey Wells / Rachel Wells,0,
1398,President/Vice President,No Party Affiliation,COSTILLA,Kasey Wells / Rachel Wells,0,
1399,President/Vice President,No Party Affiliation,CROWLEY,Kasey Wells / Rachel Wells,0,
1400,President/Vice President,No Party Affiliation,CUSTER,Kasey Wells / Rachel Wells,0,
1401,President/Vice President,No Party Affiliation,DELTA,Kasey Wells / Rachel Wells,0,
1402,President/Vice President,No Party Affiliation,DENVER,Kasey Wells / Rachel Wells,0,
1403,President/Vice President,No Party Affiliation,DOLORES,Kasey Wells / Rachel Wells,0,
1404,President/Vice President,No Party Affiliation,DOUGLAS,Kasey Wells / Rachel Wells,0,
1405,President/Vice President,No Party Affiliation,EAGLE,Kasey Wells / Rachel Wells,0,
1406,President/Vice President,No Party Affiliation,ELBERT,Kasey Wells / Rachel Wells,0,
1407,President/Vice President,No Party Affiliation,EL PASO,Kasey Wells / Rachel Wells,0,
1408,President/Vice President,No Party Affiliation,FREMONT,Kasey Wells / Rachel Wells,0,
1409,President/Vice President,No Party Affiliation,GARFIELD,Kasey Wells / Rachel Wells,0,
1410,President/Vice President,No Party Affiliation,GILPIN,Kasey Wells / Rachel Wells,0,
1411,President/Vice President,No Party Affiliation,GRAND,Kasey Wells / Rachel Wells,0,
1412,President/Vice President,No Party Affiliation,GUNNISON,Kasey Wells / Rachel Wells,0,
1413,President/Vice President,No Party Affiliation,HINSDALE,Kasey Wells / Rachel Wells,0,
1414,President/Vice President,No Party Affiliation,HUERFANO,Kasey Wells / Rachel Wells,0,
1415,President/Vice President,No Party Affiliation,JACKSON,Kasey Wells / Rachel Wells,0,
1416,President/Vice President,No Party Affiliation,JEFFERSON,Kasey Wells / Rachel Wells,0,
1417,President/Vice President,No Party Affiliation,KIOWA,Kasey Wells / Rachel Wells,0,
1418,President/Vice President,No Party Affiliation,KIT CARSON,Kasey Wells / Rachel Wells,0,
1419,President/Vice President,No Party Affiliation,LAKE,Kasey Wells / Rachel Wells,0,
1420,President/Vice President,No Party Affiliation,LA PLATA,Kasey Wells / Rachel Wells,0,
1421,President/Vice President,No Party Affiliation,LARIMER,Kasey Wells / Rachel Wells,0,
1422,President/Vice President,No Party Affiliation,LAS ANIMAS,Kasey Wells / Rachel Wells,0,
1423,President/Vice President,No Party Affiliation,LINCOLN,Kasey Wells / Rachel Wells,0,
1424,President/Vice President,No Party Affiliation,LOGAN,Kasey Wells / Rachel Wells,0,
1425,President/Vice President,No Party Affiliation,MESA,Kasey Wells / Rachel Wells,0,
1426,President/Vice President,No Party Affiliation,MINERAL,Kasey Wells / Rachel Wells,0,
1427,President/Vice President,No Party Affiliation,MOFFAT,Kasey Wells / Rachel Wells,0,
1428,President/Vice President,No Party Affiliation,MONTEZUMA,Kasey Wells / Rachel Wells,0,
1429,President/Vice President,No Party Affiliation,MONTROSE,Kasey Wells / Rachel Wells,0,
1430,President/Vice President,No Party Affiliation,MORGAN,Kasey Wells / Rachel Wells,0,
1431,President/Vice President,No Party Affiliation,OTERO,Kasey Wells / Rachel Wells,0,
1432,President/Vice President,No Party Affiliation,OURAY,Kasey Wells / Rachel Wells,0,
1433,President/Vice President,No Party Affiliation,PARK,Kasey Wells / Rachel Wells,0,
1434,President/Vice President,No Party Affiliation,PHILLIPS,Kasey Wells / Rachel Wells,0,
1435,President/Vice President,No Party Affiliation,PITKIN,Kasey Wells / Rachel Wells,0,
1436,President/Vice President,No Party Affiliation,PROWERS,Kasey Wells / Rachel Wells,0,
1437,President/Vice President,No Party Affiliation,PUEBLO,Kasey Wells / Rachel Wells,0,
1438,President/Vice President,No Party Affiliation,RIO BLANCO,Kasey Wells / Rachel Wells,0,
1439,President/Vice President,No Party Affiliation,RIO GRANDE,Kasey Wells / Rachel Wells,0,
1440,President/Vice President,No Party Affiliation,ROUTT,Kasey Wells / Rachel Wells,0,
1441,President/Vice President,No Party Affiliation,SAGUACHE,Kasey Wells / Rachel Wells,0,
1442,President/Vice President,No Party Affiliation,SAN JUAN,Kasey Wells / Rachel Wells,0,
1443,President/Vice President,No Party Affiliation,SAN MIGUEL,Kasey Wells / Rachel Wells,0,
1444,President/Vice President,No Party Affiliation,SEDGWICK,Kasey Wells / Rachel Wells,0,
1445,President/Vice President,No Party Affiliation,SUMMIT,Kasey Wells / Rachel Wells,0,
1446,President/Vice President,No Party Affiliation,TELLER,Kasey Wells / Rachel Wells,0,
1447,President/Vice President,No Party Affiliation,WASHINGTON,Kasey Wells / Rachel Wells,0,
1448,President/Vice President,No Party Affiliation,WELD,Kasey Wells / Rachel Wells,0,
1449,President/Vice President,No Party Affiliation,YUMA,Kasey Wells / Rachel Wells,0,
1450,President/Vice President,No Party Affiliation,,Kasey Wells / Rachel Wells Total Votes,0,
1451,President/Vice President,No Party Affiliation,,Kasey Wells / Rachel Wells Vote %,0.00%,
1452,President/Vice President,Independent,ADAMS,Todd Cella / Timothy Bryan Cella,1,
1453,President/Vice President,Independent,ALAMOSA,Todd Cella / Timothy Bryan Cella,0,
1454,President/Vice President,Independent,ARAPAHOE,Todd Cella / Timothy Bryan Cella,0,
1455,President/Vice President,Independent,ARCHULETA,Todd Cella / Timothy Bryan Cella,0,
1456,President/Vice President,Independent,BACA,Todd Cella / Timothy Bryan Cella,0,
1457,President/Vice President,Independent,BENT,Todd Cella / Timothy Bryan Cella,0,
1458,President/Vice President,Independent,BOULDER,Todd Cella / Timothy Bryan Cella,0,
1459,President/Vice President,Independent,BROOMFIELD,Todd Cella / Timothy Bryan Cella,0,
1460,President/Vice President,Independent,CHAFFEE,Todd Cella / Timothy Bryan Cella,0,
1461,President/Vice President,Independent,CHEYENNE,Todd Cella / Timothy Bryan Cella,0,
1462,President/Vice President,Independent,CLEAR CREEK,Todd Cella / Timothy Bryan Cella,0,
1463,President/Vice President,Independent,CONEJOS,Todd Cella / Timothy Bryan Cella,0,
1464,President/Vice President,Independent,COSTILLA,Todd Cella / Timothy Bryan Cella,0,
1465,President/Vice President,Independent,CROWLEY,Todd Cella / Timothy Bryan Cella,0,
1466,President/Vice President,Independent,CUSTER,Todd Cella / Timothy Bryan Cella,0,
1467,President/Vice President,Independent,DELTA,Todd Cella / Timothy Bryan Cella,0,
1468,President/Vice President,Independent,DENVER,Todd Cella / Timothy Bryan Cella,0,
1469,President/Vice President,Independent,DOLORES,Todd Cella / Timothy Bryan Cella,0,
1470,President/Vice President,Independent,DOUGLAS,Todd Cella / Timothy Bryan Cella,2,
1471,President/Vice President,Independent,EAGLE,Todd Cella / Timothy Bryan Cella,0,
1472,President/Vice President,Independent,ELBERT,Todd Cella / Timothy Bryan Cella,0,
1473,President/Vice President,Independent,EL PASO,Todd Cella / Timothy Bryan Cella,0,
1474,President/Vice President,Independent,FREMONT,Todd Cella / Timothy Bryan Cella,0,
1475,President/Vice President,Independent,GARFIELD,Todd Cella / Timothy Bryan Cella,0,
1476,President/Vice President,Independent,GILPIN,Todd Cella / Timothy Bryan Cella,0,
1477,President/Vice President,Independent,GRAND,Todd Cella / Timothy Bryan Cella,0,
1478,President/Vice President,Independent,GUNNISON,Todd Cella / Timothy Bryan Cella,0,
1479,President/Vice President,Independent,HINSDALE,Todd Cella / Timothy Bryan Cella,0,
1480,President/Vice President,Independent,HUERFANO,Todd Cella / Timothy Bryan Cella,0,
1481,President/Vice President,Independent,JACKSON,Todd Cella / Timothy Bryan Cella,0,
1482,President/Vice President,Independent,JEFFERSON,Todd Cella / Timothy Bryan Cella,0,
1483,President/Vice President,Independent,KIOWA,Todd Cella / Timothy Bryan Cella,0,
1484,President/Vice President,Independent,KIT CARSON,Todd Cella / Timothy Bryan Cella,0,
1485,President/Vice President,Independent,LAKE,Todd Cella / Timothy Bryan Cella,0,
1486,President/Vice President,Independent,LA PLATA,Todd Cella / Timothy Bryan Cella,0,
1487,President/Vice President,Independent,LARIMER,Todd Cella / Timothy Bryan Cella,0,
1488,President/Vice President,Independent,LAS ANIMAS,Todd Cella / Timothy Bryan Cella,0,
1489,President/Vice President,Independent,LINCOLN,Todd Cella / Timothy Bryan Cella,0,
1490,President/Vice President,Independent,LOGAN,Todd Cella / Timothy Bryan Cella,0,
1491,President/Vice President,Independent,MESA,Todd Cella / Timothy Bryan Cella,0,
1492,President/Vice President,Independent,MINERAL,Todd Cella / Timothy Bryan Cella,0,
1493,President/Vice President,Independent,MOFFAT,Todd Cella / Timothy Bryan Cella,0,
1494,President/Vice President,Independent,MONTEZUMA,Todd Cella / Timothy Bryan Cella,0,
1495,President/Vice President,Independent,MONTROSE,Todd Cella / Timothy Bryan Cella,0,
1496,President/Vice President,Independent,MORGAN,Todd Cella / Timothy Bryan Cella,0,
1497,President/Vice President,Independent,OTERO,Todd Cella / Timothy Bryan Cella,0,
1498,President/Vice President,Independent,OURAY,Todd Cella / Timothy Bryan Cella,0,
1499,President/Vice President,Independent,PARK,Todd Cella / Timothy Bryan Cella,1,
1500,President/Vice President,Independent,PHILLIPS,Todd Cella / Timothy Bryan Cella,0,
1501,President/Vice President,Independent,PITKIN,Todd Cella / Timothy Bryan Cella,0,
1502,President/Vice President,Independent,PROWERS,Todd Cella / Timothy Bryan Cella,0,
1503,President/Vice President,Independent,PUEBLO,Todd Cella / Timothy Bryan Cella,0,
1504,President/Vice President,Independent,RIO BLANCO,Todd Cella / Timothy Bryan Cella,0,
1505,President/Vice President,Independent,RIO GRANDE,Todd Cella / Timothy Bryan Cella,0,
1506,President/Vice President,Independent,ROUTT,Todd Cella / Timothy Bryan Cella,0,
1507,President/Vice President,Independent,SAGUACHE,Todd Cella / Timothy Bryan Cella,0,
1508,President/Vice President,Independent,SAN JUAN,Todd Cella / Timothy Bryan Cella,0,
1509,President/Vice President,Independent,SAN MIGUEL,Todd Cella / Timothy Bryan Cella,0,
1510,President/Vice President,Independent,SEDGWICK,Todd Cella / Timothy Bryan Cella,0,
1511,President/Vice President,Independent,SUMMIT,Todd Cella / Timothy Bryan Cella,0,
1512,President/Vice President,Independent,TELLER,Todd Cella / Timothy Bryan Cella,0,
1513,President/Vice President,Independent,WASHINGTON,Todd Cella / Timothy Bryan Cella,0,
1514,President/Vice President,Independent,WELD,Todd Cella / Timothy Bryan Cella,0,
1515,President/Vice President,Independent,YUMA,Todd Cella / Timothy Bryan Cella,0,
1516,President/Vice President,Independent,,Todd Cella / Timothy Bryan Cella Total Votes,4,
1517,President/Vice President,Independent,,Todd Cella / Timothy Bryan Cella Vote %,0.00%,
1518,President/Vice President,Unaffiliated / No Party Affiliation,ADAMS,Tom Hoefling / Andy Prior,4,
1519,President/Vice President,Unaffiliated / No Party Affiliation,ALAMOSA,Tom Hoefling / Andy Prior,0,
1520,President/Vice President,Unaffiliated / No Party Affiliation,ARAPAHOE,Tom Hoefling / Andy Prior,0,
1521,President/Vice President,Unaffiliated / No Party Affiliation,ARCHULETA,Tom Hoefling / Andy Prior,0,
1522,President/Vice President,Unaffiliated / No Party Affiliation,BACA,Tom Hoefling / Andy Prior,0,
1523,President/Vice President,Unaffiliated / No Party Affiliation,BENT,Tom Hoefling / Andy Prior,0,
1524,President/Vice President,Unaffiliated / No Party Affiliation,BOULDER,Tom Hoefling / Andy Prior,0,
1525,President/Vice President,Unaffiliated / No Party Affiliation,BROOMFIELD,Tom Hoefling / Andy Prior,0,
1526,President/Vice President,Unaffiliated / No Party Affiliation,CHAFFEE,Tom Hoefling / Andy Prior,1,
1527,President/Vice President,Unaffiliated / No Party Affiliation,CHEYENNE,Tom Hoefling / Andy Prior,0,
1528,President/Vice President,Unaffiliated / No Party Affiliation,CLEAR CREEK,Tom Hoefling / Andy Prior,0,
1529,President/Vice President,Unaffiliated / No Party Affiliation,CONEJOS,Tom Hoefling / Andy Prior,0,
1530,President/Vice President,Unaffiliated / No Party Affiliation,COSTILLA,Tom Hoefling / Andy Prior,0,
1531,President/Vice President,Unaffiliated / No Party Affiliation,CROWLEY,Tom Hoefling / Andy Prior,0,
1532,President/Vice President,Unaffiliated / No Party Affiliation,CUSTER,Tom Hoefling / Andy Prior,1,
1533,President/Vice President,Unaffiliated / No Party Affiliation,DELTA,Tom Hoefling / Andy Prior,0,
1534,President/Vice President,Unaffiliated / No Party Affiliation,DENVER,Tom Hoefling / Andy Prior,2,
1535,President/Vice President,Unaffiliated / No Party Affiliation,DOLORES,Tom Hoefling / Andy Prior,0,
1536,President/Vice President,Unaffiliated / No Party Affiliation,DOUGLAS,Tom Hoefling / Andy Prior,4,
1537,President/Vice President,Unaffiliated / No Party Affiliation,EAGLE,Tom Hoefling / Andy Prior,0,
1538,President/Vice President,Unaffiliated / No Party Affiliation,ELBERT,Tom Hoefling / Andy Prior,0,
1539,President/Vice President,Unaffiliated / No Party Affiliation,EL PASO,Tom Hoefling / Andy Prior,2,
1540,President/Vice President,Unaffiliated / No Party Affiliation,FREMONT,Tom Hoefling / Andy Prior,0,
1541,President/Vice President,Unaffiliated / No Party Affiliation,GARFIELD,Tom Hoefling / Andy Prior,0,
1542,President/Vice President,Unaffiliated / No Party Affiliation,GILPIN,Tom Hoefling / Andy Prior,0,
1543,President/Vice President,Unaffiliated / No Party Affiliation,GRAND,Tom Hoefling / Andy Prior,0,
1544,President/Vice President,Unaffiliated / No Party Affiliation,GUNNISON,Tom Hoefling / Andy Prior,0,
1545,President/Vice President,Unaffiliated / No Party Affiliation,HINSDALE,Tom Hoefling / Andy Prior,0,
1546,President/Vice President,Unaffiliated / No Party Affiliation,HUERFANO,Tom Hoefling / Andy Prior,0,
1547,President/Vice President,Unaffiliated / No Party Affiliation,JACKSON,Tom Hoefling / Andy Prior,0,
1548,President/Vice President,Unaffiliated / No Party Affiliation,JEFFERSON,Tom Hoefling / Andy Prior,1,
1549,President/Vice President,Unaffiliated / No Party Affiliation,KIOWA,Tom Hoefling / Andy Prior,0,
1550,President/Vice President,Unaffiliated / No Party Affiliation,KIT CARSON,Tom Hoefling / Andy Prior,0,
1551,President/Vice President,Unaffiliated / No Party Affiliation,LAKE,Tom Hoefling / Andy Prior,0,
1552,President/Vice President,Unaffiliated / No Party Affiliation,LA PLATA,Tom Hoefling / Andy Prior,0,
1553,President/Vice President,Unaffiliated / No Party Affiliation,LARIMER,Tom Hoefling / Andy Prior,0,
1554,President/Vice President,Unaffiliated / No Party Affiliation,LAS ANIMAS,Tom Hoefling / Andy Prior,0,
1555,President/Vice President,Unaffiliated / No Party Affiliation,LINCOLN,Tom Hoefling / Andy Prior,0,
1556,President/Vice President,Unaffiliated / No Party Affiliation,LOGAN,Tom Hoefling / Andy Prior,0,
1557,President/Vice President,Unaffiliated / No Party Affiliation,MESA,Tom Hoefling / Andy Prior,1,
1558,President/Vice President,Unaffiliated / No Party Affiliation,MINERAL,Tom Hoefling / Andy Prior,0,
1559,President/Vice President,Unaffiliated / No Party Affiliation,MOFFAT,Tom Hoefling / Andy Prior,0,
1560,President/Vice President,Unaffiliated / No Party Affiliation,MONTEZUMA,Tom Hoefling / Andy Prior,0,
1561,President/Vice President,Unaffiliated / No Party Affiliation,MONTROSE,Tom Hoefling / Andy Prior,0,
1562,President/Vice President,Unaffiliated / No Party Affiliation,MORGAN,Tom Hoefling / Andy Prior,0,
1563,President/Vice President,Unaffiliated / No Party Affiliation,OTERO,Tom Hoefling / Andy Prior,0,
1564,President/Vice President,Unaffiliated / No Party Affiliation,OURAY,Tom Hoefling / Andy Prior,0,
1565,President/Vice President,Unaffiliated / No Party Affiliation,PARK,Tom Hoefling / Andy Prior,0,
1566,President/Vice President,Unaffiliated / No Party Affiliation,PHILLIPS,Tom Hoefling / Andy Prior,0,
1567,President/Vice President,Unaffiliated / No Party Affiliation,PITKIN,Tom Hoefling / Andy Prior,0,
1568,President/Vice President,Unaffiliated / No Party Affiliation,PROWERS,Tom Hoefling / Andy Prior,0,
1569,President/Vice President,Unaffiliated / No Party Affiliation,PUEBLO,Tom Hoefling / Andy Prior,2,
1570,President/Vice President,Unaffiliated / No Party Affiliation,RIO BLANCO,Tom Hoefling / Andy Prior,0,
1571,President/Vice President,Unaffiliated / No Party Affiliation,RIO GRANDE,Tom Hoefling / Andy Prior,0,
1572,President/Vice President,Unaffiliated / No Party Affiliation,ROUTT,Tom Hoefling / Andy Prior,0,
